id,split,age,education,default,balance,housing,loan,day,duration,campaign,pdays,previous,y,month_num,month_sin,month_cos,day_sin,day_cos,early_month,late_month,contact_intensity,avg_contact_duration,contacts_per_month,financial_stress,education_unknown,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,contact_telephone,contact_unknown,poutcome_other,poutcome_success,poutcome_unknown,season_spring,season_summer,season_winter,age_group,balance_group
2260,labeled,31,2.0,0,10788,1,0,4,135,2,-1,0,0,6,1.2246467991473532e-16,-1.0,0.72479278722912,0.6889669190756866,1,0,0.07668158883113926,67.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,5
2261,labeled,57,3.0,0,1350,1,0,8,339,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9987165071710528,-0.05064916883871264,1,0,0.15987897871694678,169.5,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,3
2263,labeled,40,2.0,0,444,1,0,5,327,2,-1,0,0,6,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269624,1,0,0.15498501460601694,163.5,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,2
2264,labeled,32,3.0,0,4753,1,0,5,159,2,350,2,0,5,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624,1,0,0.17342603879212942,79.5,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
2266,labeled,41,1.0,0,299,1,1,7,102,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,1,0,0.0399673735725938,102.0,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2
2267,labeled,39,2.0,0,1021,1,0,20,20,3,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0,1,0.05303691338821655,6.666666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,3
2269,labeled,35,2.0,1,0,0,1,4,105,3,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.72479278722912,0.6889669190756866,1,0,0.087702492507303,35.0,0.42857142857142855,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1
2270,labeled,43,3.0,0,1018,1,0,19,257,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.651372482722222,-0.7587581226927911,0,0,0.12643689062559277,128.5,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2,3
2271,labeled,40,3.0,0,41,0,0,19,164,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0,0,0.08850866876588641,82.0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2
2272,labeled,53,1.0,0,256,0,0,19,126,1,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.651372482722222,-0.7587581226927911,0,0,0.049755301794453505,126.0,0.09090909090909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2
2273,labeled,55,1.0,0,-969,0,1,14,104,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,0.040783034257748776,104.0,0.2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,1
2274,labeled,36,3.0,0,258,0,0,6,161,3,-1,0,0,6,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,1,0,0.11054099169164232,53.666666666666664,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,2
2275,labeled,53,1.0,0,1041,1,0,19,854,2,170,3,0,11,-0.5000000000000004,0.8660254037844384,-0.651372482722222,-0.7587581226927911,0,0,0.5003463877530486,427.0,0.18181818181818182,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3
2276,labeled,37,2.0,0,424,1,1,9,371,3,-1,0,0,6,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,1,0,0.19618536363291478,123.66666666666667,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,2
2277,labeled,49,0.0,0,316,1,0,18,41,2,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,0.03834553662885542,20.5,0.18181818181818182,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,2
2278,labeled,40,0.0,0,4385,1,0,5,315,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624,1,0,0.1268352365415987,315.0,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3
2279,labeled,35,3.0,0,319,1,0,23,162,3,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.9987165071710528,-0.05064916883871355,0,1,0.11094882203421981,54.0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2
2280,labeled,31,3.0,0,420,1,0,25,137,16,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.9377521321470804,0.3473052528448203,0,1,0.40307864486513145,8.5625,2.2857142857142856,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2
2281,labeled,35,2.0,0,125,0,0,22,112,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.9680771188662041,-0.2506525322587213,0,1,0.06730149095185706,56.0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,2
2283,labeled,36,1.0,0,967,1,1,23,293,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.9987165071710528,-0.05064916883871355,0,1,0.11786296900489397,293.0,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2
2284,labeled,32,1.0,0,281,1,0,6,175,1,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,0.9377521321470804,0.3473052528448203,1,0,0.06973898858075041,175.0,0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2
2285,labeled,46,2.0,0,7378,0,0,18,466,1,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,0.18841761827079936,466.0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4
2286,labeled,33,3.0,0,638,0,0,24,318,1,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.9884683243281114,0.15142777750457667,0,1,0.12805872756933118,318.0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2
2287,labeled,23,3.0,0,737,1,0,30,119,1,-1,0,0,4,0.8660254037844387,-0.4999999999999998,-0.20129852008866114,0.9795299412524943,0,1,0.046900489396411095,119.0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2
2289,labeled,35,3.0,0,0,1,1,23,112,1,62,6,0,9,-1.0,-1.8369701987210297e-16,-0.9987165071710528,-0.05064916883871355,0,1,0.30491524221576,112.0,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1
2290,labeled,25,2.0,0,-353,1,0,23,95,3,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.9987165071710528,-0.05064916883871355,0,1,0.08362418908152813,31.666666666666668,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1
2292,labeled,58,0.0,0,939,0,0,5,155,1,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,0.8486442574947509,0.5289640103269624,1,0,0.06158238172920065,155.0,0.125,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,2
2293,labeled,51,2.0,0,349,1,0,30,78,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0,1,0.053435259304222466,39.0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2
2294,labeled,45,2.0,0,634,1,0,20,75,9,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.7907757369376986,-0.6121059825476627,0,1,0.2150024659509086,8.333333333333334,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,2
2295,labeled,51,2.0,0,2963,0,0,17,83,2,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488,0,0,0.055474411017109905,41.5,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,3
2297,labeled,36,2.0,0,332,1,0,7,142,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9884683243281114,0.1514277775045767,1,0,0.05628058727569331,142.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,2
2298,labeled,33,3.0,0,2094,0,0,20,67,1,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,0,1,0.02569331158238173,67.0,0.09090909090909091,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3
2300,labeled,61,2.0,0,2910,0,0,6,215,1,-1,0,1,10,-0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,1,0,0.08605220228384992,215.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,3
2301,labeled,53,3.0,0,6067,0,1,16,226,4,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.10116832198743204,-0.9948693233918952,0,0,0.1603057779126674,56.5,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,4
2302,labeled,50,2.0,0,896,0,0,16,287,1,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.10116832198743204,-0.9948693233918952,0,0,0.11541598694942903,287.0,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,2
2303,labeled,39,2.0,0,19,1,1,13,19,9,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0,0,0.1921639667665693,2.111111111111111,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,2
2304,labeled,43,0.0,0,184,0,0,28,41,1,-1,0,0,1,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,0.015089722675367047,41.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2,2
2305,labeled,40,3.0,0,88,1,1,9,148,6,-1,0,0,2,0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204,1,0,0.1750066390986001,24.666666666666668,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,2
2306,labeled,35,1.0,0,3591,1,0,30,148,4,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.20129852008866114,0.9795299412524943,0,1,0.12849501119162335,37.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,3
2307,labeled,48,2.0,0,1168,1,1,15,1181,9,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.6660628248416101,131.22222222222223,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,3
2308,labeled,38,3.0,0,1979,0,0,5,176,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,0.8486442574947509,0.5289640103269624,1,0,0.09340263287681627,88.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,3
2309,labeled,59,2.0,0,5712,1,0,25,471,2,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.9377521321470804,0.3473052528448203,0,1,0.21371258393717518,235.5,0.2857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,4
2310,labeled,43,2.0,0,-178,1,0,30,335,6,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.20129852008866114,0.9795299412524943,0,1,0.2512709131605903,55.833333333333336,0.8571428571428571,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
2311,labeled,39,2.0,0,1242,1,0,12,303,3,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,0.1684529003376456,101.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,3
2312,labeled,38,3.0,0,-80,1,0,30,140,1,2,3,0,1,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943,0,1,0.185899709199234,140.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1
2313,labeled,32,3.0,0,350,0,0,19,164,2,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.651372482722222,-0.7587581226927911,0,0,0.08850866876588641,82.0,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2
2314,labeled,23,3.0,0,1124,1,0,28,806,1,-1,0,1,5,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,0.3270799347471452,806.0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,3
2315,labeled,58,3.0,0,165,0,0,19,145,7,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0,0,0.19703896202435603,20.714285714285715,0.875,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,2
2316,labeled,52,2.0,0,2094,1,0,31,267,1,474,1,1,8,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,1,0.15073764096744452,267.0,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3
2317,labeled,35,2.0,0,152,0,1,8,199,1,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.9987165071710528,-0.05064916883871264,1,0,0.07952691680261012,199.0,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
2319,labeled,39,2.0,0,623,1,0,11,126,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.7907757369376989,-0.6121059825476626,0,0,0.07301111574794188,63.0,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,2
2322,labeled,31,2.0,0,1993,1,0,20,55,2,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.7907757369376986,-0.6121059825476627,0,1,0.044055161424940245,27.5,0.18181818181818182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,3
2323,labeled,46,3.0,0,971,1,0,8,174,1,-1,0,0,4,0.8660254037844387,-0.4999999999999998,0.9987165071710528,-0.05064916883871264,1,0,0.06933115823817292,174.0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2
2324,labeled,52,1.0,0,1753,1,0,15,41,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.015089722675367047,41.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,3
2325,labeled,58,3.0,0,506,0,0,11,138,5,-1,0,0,6,1.2246467991473532e-16,-1.0,0.7907757369376989,-0.6121059825476626,0,0,0.14767252171933684,27.6,0.8333333333333334,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,2
2326,labeled,40,2.0,0,1095,1,0,29,660,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.3943558551133187,0.9189578116202306,0,1,0.2907925186843203,330.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,3
2327,labeled,47,2.0,1,-3,0,0,5,236,2,-1,0,0,2,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624,1,0,0.11787245343146553,118.0,1.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1
2328,labeled,37,2.0,0,712,1,0,18,291,2,-1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.4853019625310808,-0.8743466161445822,0,0,0.14030312227322736,145.5,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2
2331,labeled,34,3.0,0,0,0,0,21,191,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0,1,0.09952008801547858,95.5,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
2332,labeled,30,3.0,0,226,1,0,16,197,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.10116832198743204,-0.9948693233918952,0,0,0.07871125611745514,197.0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,2
2333,labeled,26,2.0,0,1275,1,0,20,18,9,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,0,1,0.1917561364239918,2.0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,3
2334,labeled,48,3.0,0,0,0,0,28,16,16,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.5712682150947924,0.8207634412072763,0,1,0.35373117341325544,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,1
2335,labeled,37,3.0,0,869,1,0,15,140,4,327,2,0,4,0.8660254037844387,-0.4999999999999998,0.10116832198743272,-0.994869323391895,0,0,0.2121888901901339,35.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2
2336,labeled,54,1.0,0,1,1,0,14,143,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,0.0566884176182708,143.0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2
2337,labeled,42,2.0,0,375,1,1,6,121,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9377521321470804,0.3473052528448203,1,0,0.07097196403505443,60.5,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2
2338,labeled,49,2.0,0,271,1,0,12,274,6,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,0.22639326226336354,45.666666666666664,1.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,2
2339,labeled,37,3.0,0,4301,1,0,23,168,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.9987165071710528,-0.05064916883871355,0,1,0.06688417618270799,168.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3
2340,labeled,34,3.0,0,1963,1,0,23,61,2,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.9987165071710528,-0.05064916883871355,0,1,0.04650214348040518,30.5,0.2857142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3
2343,labeled,50,2.0,0,3034,0,1,6,168,3,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,0.9377521321470804,0.3473052528448203,1,0,0.11339580408968473,56.0,0.375,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3
2344,labeled,47,3.0,0,105,1,0,22,268,1,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.9680771188662041,-0.2506525322587213,0,1,0.10766721044045677,268.0,0.14285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,2
2346,labeled,57,1.0,0,169,0,0,9,230,3,-1,0,0,6,1.2246467991473532e-16,-1.0,0.9680771188662043,-0.2506525322587204,1,0,0.13868128532948898,76.66666666666667,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,2
2348,labeled,46,3.0,0,752,0,0,5,36,2,-1,0,0,6,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269624,1,0,0.03630638491596798,18.0,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,2
2349,labeled,52,2.0,0,14362,0,0,5,132,1,-1,0,0,6,1.2246467991473532e-16,-1.0,0.8486442574947509,0.5289640103269624,1,0,0.052202283849918436,132.0,0.16666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,5
2350,labeled,42,2.0,0,87,1,0,5,238,3,340,2,0,5,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624,1,0,0.22890044980923932,79.33333333333333,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2
2352,labeled,25,2.0,0,965,0,0,9,144,5,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.9680771188662043,-0.2506525322587204,1,0,0.15011950377480177,28.8,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2
2353,labeled,36,2.0,0,259,1,0,12,86,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,0,0,0.05669790204484237,43.0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2
2354,labeled,36,2.0,0,-215,1,0,8,177,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.9987165071710528,-0.05064916883871264,1,0,0.09381046321939375,88.5,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,1
2355,labeled,36,1.0,0,50,1,0,15,232,2,365,5,0,5,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0,0,0.33363243640898166,116.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2
2356,labeled,34,3.0,0,185,0,0,22,203,4,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,-0.9680771188662041,-0.2506525322587213,0,1,0.1509256800333852,50.75,0.5714285714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2
2357,labeled,53,2.0,0,105,0,1,21,74,2,-1,0,0,8,-0.8660254037844385,-0.5000000000000004,-0.8978045395707417,-0.44039415155763423,0,1,0.05180393793391252,37.0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,2
2358,labeled,37,2.0,0,1982,0,0,9,404,1,182,1,1,9,-1.0,-1.8369701987210297e-16,0.9680771188662043,-0.2506525322587204,1,0,0.20661039790056035,404.0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,3
2359,labeled,35,2.0,0,79,1,0,29,79,1,-1,0,0,1,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,0,1,0.030587275693311582,79.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2
2363,labeled,45,1.0,0,177,1,0,29,249,3,-1,0,0,1,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,0,1,0.14643006183846125,83.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,2
2364,labeled,40,2.0,0,0,0,0,12,543,2,-1,0,0,6,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791,0,0,0.24307636860275428,271.5,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1
2365,labeled,35,1.0,0,415,1,0,14,73,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,0.028140293637846658,73.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2
2366,labeled,33,2.0,0,4785,1,0,20,137,1,272,2,0,4,0.8660254037844387,-0.4999999999999998,-0.7907757369376986,-0.6121059825476627,0,1,0.1411979573019363,137.0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3
2367,labeled,53,2.0,0,1789,0,0,16,295,1,91,2,1,3,1.0,6.123233995736766e-17,-0.10116832198743204,-0.9948693233918952,0,0,0.20563515142917937,295.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,3
2368,labeled,35,2.0,0,8654,1,0,24,103,6,-1,0,0,6,1.2246467991473532e-16,-1.0,-0.9884683243281114,0.15142777750457667,0,1,0.15665427368261314,17.166666666666668,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,4
2370,labeled,34,2.0,0,652,1,0,19,420,1,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.651372482722222,-0.7587581226927911,0,0,0.16965742251223492,420.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2
2371,labeled,36,2.0,0,53,0,1,9,36,6,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.9680771188662043,-0.2506525322587204,1,0,0.12932964072992148,6.0,0.8571428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2
2372,labeled,32,2.0,0,168,1,0,14,297,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,0,0,0.14275010432869228,148.5,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2
2374,labeled,37,2.0,0,-99,1,0,28,158,2,-1,0,0,5,0.49999999999999994,-0.8660254037844387,-0.5712682150947924,0.8207634412072763,0,1,0.08606168671042148,79.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,1
2376,labeled,38,3.0,0,7927,0,0,8,182,3,-1,0,0,7,-0.4999999999999997,-0.8660254037844388,0.9987165071710528,-0.05064916883871264,1,0,0.11910542888576957,60.666666666666664,0.42857142857142855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4
