LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,EnclosedPorch,PoolArea,SalePrice,HasMiscFeature,HasGarage,TotalPorchSF,TotalBuiltArea,LivingAreaPerc,BuiltAreaRatio,WasRemod,Has2ndFloor,house_age_group,lot_size_category,house_quality_score,house_age,years_since_remod,garage_age,LandSlope_ord,MSZoning_ord,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Street_encoded,Utilities_encoded,Foundation_ord,Heating_ord,Electrical_ord,GarageType_ord,GarageFinish_ord,MiscFeature_ord
8816,1971.0,1971,1010,1052,0,1052,1,1,3,1,6,0,1971.0,2,440,0,0,0,155000.0,0,1,0,2062,0.11932849364791288,1.9600760456273765,0,0,1,1,1,53.0,53,53.0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
1680,1971.0,1971,630,630,672,1302,0,2,3,1,6,0,1991.0,1,280,0,0,0,112000.0,0,1,0,1932,0.775,1.4838709677419355,0,1,1,0,1,53.0,53,33.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
5400,1926.0,2004,1149,1149,467,1616,0,2,3,1,5,0,1926.0,1,216,0,183,0,152000.0,0,1,183,2765,0.2992592592592593,1.7110148514851484,1,1,0,1,1,98.0,20,98.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0.0
2268,2003.0,2004,764,764,862,1626,0,2,2,1,6,0,2003.0,2,474,27,0,0,173000.0,0,1,27,2390,0.716931216931217,1.4698646986469865,1,1,3,0,3,21.0,20,21.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,2,0.0
11767,1946.0,1995,768,768,432,1200,0,1,3,1,6,0,1946.0,1,240,0,0,0,130500.0,0,1,0,1968,0.10198011387779383,1.64,1,1,0,2,0,78.0,29,78.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
12155,1925.0,1950,672,810,672,1482,0,2,4,1,7,0,1934.0,1,400,0,254,0,140000.0,0,1,254,2154,0.12192513368983957,1.4534412955465588,1,1,0,2,1,99.0,74,90.0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,2,1,0.0
6600,1982.0,2003,816,816,0,816,1,1,2,1,4,0,1985.0,2,816,0,0,0,138000.0,0,1,0,1632,0.12363636363636364,2.0,1,0,2,1,1,42.0,21,39.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,3,0.0
9950,1995.0,1995,1203,1214,1306,2520,0,2,4,1,9,1,1995.0,3,721,114,0,0,290000.0,0,1,114,3723,0.25326633165829143,1.4773809523809525,0,1,2,1,4,29.0,29,29.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
8532,1954.0,1990,1297,1297,0,1297,0,1,3,1,5,1,1954.0,2,498,0,0,0,153000.0,0,1,0,2594,0.15201593999062354,2.0,1,0,1,1,2,70.0,34,70.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,5,3,0.0
6000,1936.0,1950,672,757,567,1324,0,1,3,1,6,0,1936.0,1,240,0,0,0,128000.0,0,1,0,1996,0.22066666666666668,1.5075528700906344,1,1,0,1,0,88.0,74,88.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,2,1,0.0
9842,1962.0,1962,0,1224,0,1224,0,2,2,2,6,0,1962.0,2,462,0,0,0,101800.0,0,1,0,1224,0.12436496647022963,1.0,0,0,1,1,2,62.0,62,62.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,3,1,1,0.0
8724,1968.0,1968,894,894,0,894,0,1,3,1,5,1,1968.0,2,450,0,0,0,129000.0,0,1,0,1788,0.10247592847317744,2.0,0,0,1,1,2,56.0,56,56.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,3,0.0
8450,2000.0,2001,1349,1349,0,1349,0,2,3,1,6,0,2000.0,2,539,55,0,0,179000.0,0,1,55,2698,0.15964497041420117,2.0,1,0,2,1,3,24.0,23,24.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,1,0.0
9560,1972.0,1972,864,864,0,864,0,1,3,1,5,0,1972.0,1,288,0,0,0,128500.0,0,1,0,1728,0.09037656903765691,2.0,0,0,1,1,0,52.0,52,52.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,5,2,0.0
9245,1994.0,1995,990,990,0,990,0,1,3,1,5,0,1996.0,2,672,0,0,0,145000.0,0,1,0,1980,0.10708491076257437,2.0,1,0,2,1,2,30.0,29,28.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
7990,1975.0,1975,924,924,0,924,0,1,3,1,5,0,1981.0,1,280,0,0,0,110000.0,0,1,0,1848,0.11564455569461828,2.0,0,0,1,1,0,49.0,49,43.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,2,1,0.0
9571,1956.0,1956,1144,1144,0,1144,1,1,3,1,6,0,1956.0,1,596,0,0,0,129000.0,0,1,0,2288,0.11952774004806185,2.0,0,0,1,1,0,68.0,68,68.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
7406,2006.0,2006,1199,1220,0,1220,1,2,2,1,6,0,2006.0,2,632,54,0,0,194000.0,0,1,54,2419,0.1647312989467999,1.9827868852459016,0,0,3,1,3,18.0,18,18.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
8738,1999.0,1999,975,1005,1286,2291,0,2,4,1,8,1,1999.0,2,429,0,0,0,230000.0,0,1,0,3266,0.2621881437399863,1.4255783500654735,0,1,2,1,4,25.0,25,25.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,3,0.0
10655,2003.0,2004,3206,1629,0,1629,1,2,3,1,7,1,2003.0,3,880,0,0,0,284000.0,0,1,0,4835,0.15288596902862506,2.9680785758133825,1,0,3,2,4,21.0,20,21.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
4435,2003.0,2003,848,848,0,848,1,1,1,1,3,0,2003.0,2,420,0,0,0,131500.0,0,1,0,1696,0.19120631341600902,2.0,0,0,3,0,2,21.0,21,21.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
3675,2005.0,2005,547,1072,0,1072,1,1,2,1,5,0,2005.0,2,525,28,0,0,145000.0,0,1,28,1619,0.2917006802721088,1.5102611940298507,0,0,3,0,2,19.0,19,19.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4,4,3,3,3,0.0
8800,1910.0,2004,576,792,348,1140,0,1,3,1,7,0,0.0,0,0,160,0,0,96500.0,0,1,160,1716,0.12954545454545455,1.5052631578947369,1,1,0,1,0,114.0,20,2024.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0.0
9250,1954.0,2005,1056,1056,0,1056,0,1,3,1,6,0,1954.0,1,260,0,0,0,139400.0,0,1,0,2112,0.11416216216216216,2.0,1,0,1,1,0,70.0,19,70.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
6000,1941.0,1950,735,869,349,1218,0,1,3,1,6,1,2003.0,2,440,0,0,0,131000.0,0,1,0,1953,0.203,1.603448275862069,1,1,0,1,2,83.0,74,21.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,2,1,0.0
3182,2005.0,2006,1145,1145,0,1145,0,2,2,1,5,1,2005.0,2,397,16,0,0,160200.0,0,1,16,2290,0.35983658076681335,2.0,1,0,3,0,4,19.0,18,19.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
7750,2002.0,2002,408,779,640,1419,1,2,3,1,7,1,2002.0,2,527,0,0,0,184100.0,0,1,0,1827,0.1830967741935484,1.2875264270613107,0,1,3,1,4,22.0,22,22.0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,4,3,4,3,0.0
8158,2003.0,2003,884,884,884,1768,1,2,3,1,8,0,2003.0,2,543,63,0,0,224900.0,0,1,63,2652,0.21671978426084826,1.5,0,1,3,1,3,21.0,21,21.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
9060,1939.0,1950,560,698,560,1258,0,1,2,1,6,0,1939.0,1,280,0,0,0,105000.0,0,1,0,1818,0.13885209713024282,1.4451510333863276,1,1,0,1,0,85.0,74,85.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,2,1,0.0
2368,1970.0,1970,765,765,600,1365,0,1,3,1,7,0,1970.0,2,440,36,0,0,125000.0,0,1,36,2130,0.5764358108108109,1.5604395604395604,0,1,1,0,1,54.0,54,54.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
7200,1950.0,1950,0,1040,0,1040,0,1,2,1,4,0,1950.0,2,420,29,0,0,109900.0,0,1,29,1040,0.14444444444444443,1.0,0,0,0,1,1,74.0,74,74.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,2,2,1,0.0
12209,2001.0,2002,804,804,1157,1961,1,2,3,1,7,1,2001.0,2,560,192,0,0,215000.0,0,1,192,2765,0.1606192153329511,1.4099949005609382,1,1,3,2,4,23.0,22,23.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,3,0.0
8049,1990.0,1990,1309,1339,0,1339,1,2,2,1,6,1,1990.0,2,484,58,0,0,180000.0,0,1,58,2648,0.16635606907690395,1.9775952203136669,0,0,2,1,3,34.0,34,34.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,5,3,0.0
7800,1954.0,1954,1268,1268,0,1268,0,1,2,1,7,1,1954.0,1,244,98,0,0,132000.0,0,1,98,2536,0.16256410256410256,2.0,0,0,1,1,1,70.0,70,70.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
11146,2006.0,2006,1709,1717,0,1717,0,2,3,1,7,1,2006.0,3,908,39,0,0,255500.0,0,1,39,3426,0.1540462946348466,1.9953407105416423,0,0,3,2,4,18.0,18,18.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
4270,1931.0,2006,544,774,0,774,0,1,3,1,6,0,0.0,0,0,0,286,0,79000.0,0,1,286,1318,0.1812646370023419,1.702842377260982,1,0,0,0,0,93.0,18,2024.0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0.0
9717,1950.0,1996,1078,1078,0,1078,1,1,2,1,5,0,1950.0,1,240,0,112,0,142125.0,0,1,112,2156,0.11093959040856231,2.0,1,0,0,1,0,74.0,28,74.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,2,5,1,0.0
7180,1972.0,1972,864,864,0,864,0,1,3,1,5,0,1989.0,1,352,0,0,0,127000.0,0,1,0,1728,0.1203342618384401,2.0,0,0,1,1,0,52.0,52,35.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,2,1,0.0
20544,1986.0,1991,791,1236,857,2093,0,2,3,1,7,1,1986.0,2,542,63,0,0,215000.0,0,1,63,2884,0.10187889408099689,1.3779264214046822,1,1,2,3,3,38.0,33,38.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,3,0.0
8750,1998.0,1998,804,804,878,1682,0,2,3,1,7,0,1998.0,2,523,77,0,0,200500.0,0,1,77,2486,0.19222857142857142,1.478002378121284,0,1,2,1,3,26.0,26,26.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
5868,1956.0,2000,936,936,0,936,1,1,2,1,4,0,1956.0,1,308,0,80,0,129000.0,0,1,80,1872,0.15950920245398773,2.0,1,0,1,1,0,68.0,24,68.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,3,0.0
8926,1956.0,1956,672,960,0,960,0,1,3,1,5,0,1956.0,1,288,0,0,0,112000.0,0,1,0,1632,0.10755097468070804,1.7,0,0,1,1,0,68.0,68,68.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,3,1,0.0
6300,1914.0,2001,742,742,742,1484,0,2,3,1,9,1,0.0,0,0,291,134,0,128000.0,0,1,425,2226,0.23555555555555555,1.5,1,1,0,1,2,110.0,23,2024.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,0,0,0.0
13825,1958.0,1987,533,1021,580,1601,0,1,3,1,6,0,1958.0,1,300,34,0,0,140000.0,0,1,34,2134,0.11580470162748643,1.3329169269206746,1,1,1,2,0,66.0,37,66.0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,4,3,4,2,0.0
7535,1958.0,1985,912,912,0,912,0,1,2,1,5,0,1958.0,1,297,285,0,0,120000.0,1,1,285,1824,0.12103516921035169,2.0,1,0,1,1,0,66.0,39,66.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,3,1.0
7175,1984.0,1984,744,752,0,752,1,1,2,1,4,0,1984.0,1,264,0,0,0,125000.0,0,1,0,1496,0.10480836236933798,1.9893617021276595,0,0,2,1,0,40.0,40,40.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
6993,1961.0,1994,912,1236,0,1236,0,1,3,1,6,1,1961.0,1,288,0,0,0,135000.0,0,1,0,2148,0.17674817674817675,1.7378640776699028,1,0,1,1,1,63.0,30,63.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
5687,1912.0,2000,780,936,780,1716,1,2,6,1,9,0,0.0,0,0,184,0,0,135900.0,0,1,184,2496,0.30174081237911027,1.4545454545454546,1,1,0,1,1,112.0,24,2024.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,0,0,0.0
12003,2009.0,2010,774,774,1194,1968,0,2,4,1,8,1,2009.0,3,680,75,0,0,269500.0,0,1,75,2742,0.16395901024743814,1.3932926829268293,1,1,3,2,4,15.0,14,15.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,4,3,0.0
7200,1950.0,1950,0,1048,0,1048,0,1,3,1,7,0,1950.0,2,420,27,0,0,98300.0,0,1,27,1048,0.14555555555555555,1.0,0,0,0,1,1,74.0,74,74.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,2,1,0.0
6897,1962.0,2010,1040,1040,0,1040,1,1,3,1,6,0,1962.0,1,260,104,0,0,127000.0,0,1,104,2080,0.1507901986370886,2.0,1,0,1,1,0,62.0,14,62.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
14006,2002.0,2002,936,936,840,1776,0,2,3,1,7,1,2002.0,2,474,96,0,0,192500.0,0,1,96,2712,0.12680279880051407,1.527027027027027,0,1,3,2,4,22.0,22,22.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
10395,1978.0,1978,1032,1032,0,1032,0,2,3,1,6,1,1978.0,2,564,0,0,0,148000.0,1,1,0,2064,0.09927849927849929,2.0,0,0,1,2,3,46.0,46,46.0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,1.0
9600,1959.0,1959,1041,1041,0,1041,1,1,3,1,6,0,1959.0,1,270,88,0,0,124500.0,0,1,88,2082,0.1084375,2.0,0,0,1,1,0,65.0,65,65.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
14191,2002.0,2002,967,993,915,1908,0,2,4,1,9,0,2002.0,2,431,0,0,0,202900.0,0,1,0,2875,0.13445141286731027,1.5068134171907757,0,1,3,2,3,22.0,22,22.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
2280,1999.0,1999,744,757,744,1501,0,2,3,1,6,0,1999.0,2,440,0,0,0,179400.0,0,1,0,2245,0.6583333333333333,1.4956695536309128,0,1,2,0,3,25.0,25,25.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
17043,1979.0,1998,1362,1586,0,1586,0,2,3,1,7,1,1979.0,2,435,0,0,0,181000.0,0,1,0,2948,0.09305873379099924,1.858764186633039,1,0,1,3,3,45.0,26,45.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
6240,1930.0,1992,1078,1128,445,1573,0,2,3,1,8,1,1930.0,2,360,0,0,0,162900.0,0,1,0,2651,0.2520833333333333,1.6853146853146854,1,1,0,1,3,94.0,32,94.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
4438,2004.0,2004,848,848,0,848,1,1,1,1,3,1,2004.0,2,420,0,0,0,149000.0,0,1,0,1696,0.1910770617395223,2.0,0,0,3,0,3,20.0,20,20.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
7050,2001.0,2001,1057,1057,872,1929,1,2,3,1,7,1,2001.0,2,650,235,0,0,226000.0,0,1,235,2986,0.27361702127659576,1.547952306894764,0,1,3,1,4,23.0,23,23.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
7000,1960.0,2002,1010,1134,0,1134,0,1,2,1,6,0,1960.0,1,254,16,0,0,135000.0,0,1,16,2144,0.162,1.8906525573192239,1,0,1,1,0,64.0,22,64.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
11700,1968.0,1968,727,829,727,1556,0,1,4,1,8,0,1968.0,2,441,0,0,0,154000.0,0,1,0,2283,0.13299145299145299,1.4672236503856042,0,1,1,2,1,56.0,56,56.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
10240,1980.0,1980,1686,1686,0,1686,1,2,3,1,7,1,1980.0,2,612,131,0,0,207500.0,0,1,131,3372,0.1646484375,2.0,0,0,1,2,3,44.0,44,44.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
13651,1973.0,1973,2223,2223,0,2223,1,2,3,1,8,2,1973.0,2,516,0,0,0,244000.0,0,1,0,4446,0.16284521280492273,2.0,0,0,1,2,3,51.0,51,51.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,3,0.0
8385,1977.0,1977,985,985,0,985,0,2,3,1,6,0,1977.0,1,328,0,0,0,149900.0,0,1,0,1970,0.1174716756112105,2.0,0,0,1,1,1,47.0,47,47.0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
10800,1900.0,1970,954,1766,648,2414,0,2,3,2,10,1,1970.0,2,520,0,0,0,160000.0,0,1,0,3368,0.2235185185185185,1.3951946975973488,1,1,0,2,3,124.0,54,54.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,5,1,0.0
7153,1992.0,1992,761,810,793,1603,0,2,3,1,7,0,1992.0,2,484,124,0,0,175900.0,0,1,124,2364,0.22410177547882007,1.4747348721147848,0,1,2,1,3,32.0,32,32.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
8521,1967.0,1967,912,912,0,912,0,1,3,1,5,1,1974.0,1,336,0,0,0,125000.0,0,1,0,1824,0.10702969135078043,2.0,0,0,1,1,1,57.0,57,50.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
9084,1998.0,1998,935,955,677,1632,0,2,3,1,8,1,1998.0,2,462,28,0,0,176500.0,0,1,28,2567,0.17965653896961692,1.5729166666666667,0,1,2,1,4,26.0,26,26.0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,4,3,5,3,0.0
7000,1978.0,2005,864,864,0,864,1,1,3,1,6,0,1978.0,1,336,0,0,0,136500.0,0,1,0,1728,0.12342857142857143,2.0,1,0,1,1,0,46.0,19,46.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
5105,2004.0,2004,551,551,551,1102,0,2,2,1,4,0,2004.0,2,480,60,0,0,148800.0,0,1,60,1653,0.2158667972575906,1.5,0,1,3,1,3,20.0,20,20.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,2,1,0.0
10500,1971.0,1971,864,864,0,864,0,1,3,1,5,1,0.0,0,0,0,0,0,115000.0,0,1,0,1728,0.08228571428571428,2.0,0,0,1,2,1,53.0,53,2024.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,0,0,0.0
8176,1958.0,1992,1056,1056,0,1056,1,1,3,1,6,0,1958.0,1,308,0,0,0,139000.0,0,1,0,2112,0.12915851272015655,2.0,1,0,1,1,0,66.0,32,66.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,0.0
9600,1976.0,1994,528,1094,761,1855,0,2,3,1,7,1,1976.0,2,512,100,0,0,187000.0,0,1,100,2383,0.19322916666666667,1.2846361185983828,1,1,1,1,3,48.0,30,48.0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,4,3,5,2,0.0
13300,1956.0,2000,928,928,0,928,0,1,2,1,4,0,1956.0,1,252,0,156,0,132000.0,0,1,156,1856,0.06977443609022556,2.0,1,0,1,2,0,68.0,24,68.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,5,1,0.0
9525,1954.0,1972,994,1216,639,1855,0,2,4,1,7,0,1954.0,1,325,0,0,0,136900.0,0,1,0,2849,0.194750656167979,1.5358490566037737,1,1,1,1,1,70.0,52,70.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
10628,1970.0,1970,1277,1277,0,1277,1,1,2,1,5,1,1970.0,2,526,0,0,0,167000.0,0,1,0,2554,0.12015430937147159,2.0,0,0,1,2,2,54.0,54,54.0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
11600,1960.0,1960,1105,1105,1169,2274,0,2,5,2,12,0,1960.0,2,480,0,0,0,154300.0,0,1,0,3379,0.19603448275862068,1.4859278803869833,0,1,1,2,2,64.0,64,64.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,2,2,1,0.0
8760,1959.0,1959,1194,1194,0,1194,1,1,3,1,6,0,1959.0,1,312,0,120,0,148000.0,0,1,120,2388,0.1363013698630137,2.0,0,0,1,1,0,65.0,65,65.0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,4,3,5,2,0.0
4712,1946.0,1950,747,774,456,1230,1,1,3,1,5,0,1946.0,1,305,57,0,0,121600.0,0,1,57,1977,0.26103565365025466,1.6073170731707318,1,1,0,0,0,78.0,74,78.0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
8899,2007.0,2007,1340,1340,0,1340,0,2,3,1,6,0,2007.0,2,396,30,0,0,181134.0,0,1,30,2680,0.15057871670974265,2.0,0,0,3,1,3,17.0,17,17.0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
10382,1973.0,1973,1107,1107,983,2090,1,2,3,1,7,2,1973.0,2,484,204,228,0,200000.0,1,1,432,3197,0.20130995954536698,1.5296650717703348,0,1,1,2,3,51.0,51,51.0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,2,1.0
15384,2004.0,2005,788,788,702,1490,1,2,3,1,8,1,2004.0,2,388,75,0,0,184000.0,0,1,75,2278,0.0968538741549662,1.5288590604026846,1,1,3,3,4,20.0,19,20.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,3,0.0
9245,2006.0,2006,939,939,858,1797,0,2,3,1,8,0,2006.0,2,639,53,0,0,213500.0,0,1,53,2736,0.19437533802055165,1.5225375626043405,0,1,3,1,3,18.0,18,18.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
14154,2006.0,2006,1063,1071,1101,2172,0,2,3,1,9,1,2006.0,3,947,62,0,0,280000.0,0,1,62,3235,0.15345485375158965,1.4894106813996317,0,1,3,2,4,18.0,18,18.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
10678,1992.0,2000,1683,2129,743,2872,0,2,4,1,9,1,1992.0,2,541,33,0,0,285000.0,0,1,33,4555,0.2689642255103952,1.5860027855153203,1,1,2,2,4,32.0,24,32.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,4,3,5,3,0.0
8480,1947.0,1950,832,832,384,1216,0,1,2,1,6,0,1947.0,1,336,0,102,0,118500.0,0,1,102,2048,0.14339622641509434,1.6842105263157894,1,1,0,1,0,77.0,74,77.0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,2,1,0.0
12257,1995.0,1995,1318,1328,1203,2531,0,2,4,1,9,1,1995.0,3,752,98,0,0,290000.0,0,1,98,3849,0.20649424818471077,1.5207427894113,0,1,2,2,4,29.0,29,29.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,4,3,5,2,0.0
12243,1971.0,1971,1484,1484,0,1484,0,2,3,1,7,1,1971.0,2,487,0,0,0,175000.0,0,1,0,2968,0.12121212121212122,2.0,0,0,1,2,3,53.0,53,53.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
12155,1970.0,1970,1657,1657,0,1657,0,2,3,1,7,1,1970.0,2,484,0,0,0,163500.0,0,1,0,3314,0.1363225010283834,2.0,0,0,1,2,3,54.0,54,54.0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,4,3,5,1,0.0
