Split,Id,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,EnclosedPorch,PoolArea,MiscFeature,SalePrice,mszoning_num,HasMiscFeature,HouseStyle_num,st_grvl_pave,ut_allpub_nosewa,land_slope_ord,roof_style_num,foundation_num,heating_num,electrical_num,central_air_num,garage_num,garage_finish_num,paveddrive_num
labeled,260,8546,2003.0,2004,1121,1121,0,1121,0,2,2,1,5,0,2003.0,2,440,64,0,0,0,140000.0,2.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,261,9100,1965.0,1965,925,925,0,925,0,1,2,1,5,0,1965.0,1,429,0,0,0,0,117500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,262,5310,1910.0,2003,485,1001,634,1635,0,1,2,1,5,0,1950.0,1,255,0,0,0,0,117000.0,2.0,0,2.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,263,6120,1935.0,1995,884,989,584,1573,0,1,3,1,6,0,1935.0,1,240,0,54,0,0,133000.0,2.0,0,2.0,1,1,0,2.0,1.0,3.0,3.0,1,2.0,1,1.0
labeled,264,8846,1996.0,1996,870,914,0,914,0,1,2,1,5,0,1998.0,2,576,0,0,0,0,148000.0,3.0,0,3.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,265,11645,2005.0,2005,1734,1734,0,1734,1,2,3,1,7,0,2005.0,2,660,24,0,0,0,260000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,266,5000,1941.0,1950,720,803,0,803,0,1,2,1,5,0,1941.0,2,360,0,244,0,0,87000.0,2.0,0,1.5,1,1,0,2.0,2.0,3.0,1.0,0,2.0,1,1.0
labeled,267,17400,1977.0,1977,1126,1126,0,1126,1,2,3,1,5,1,1977.0,2,484,41,0,0,0,160000.0,3.0,0,1.0,1,1,1,2.0,2.0,3.0,3.0,1,3.0,2,0.5
labeled,268,7920,1920.0,1950,319,1035,371,1406,0,1,3,1,6,0,0.0,0,0,144,0,0,0,89500.0,2.0,0,2.0,1,1,0,2.0,2.0,3.0,2.0,1,0.0,0,0.0
labeled,269,14175,1956.0,1987,1188,1437,0,1437,1,1,3,1,6,1,1999.0,2,576,0,0,0,0,168000.0,3.0,0,1.0,1,1,1,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,270,13418,2004.0,2005,1117,1132,1320,2452,0,3,4,1,9,1,2004.0,3,691,32,0,0,0,309000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,3,1.0
labeled,271,10634,1953.0,1953,608,1319,0,1319,1,1,3,1,5,0,1953.0,1,270,0,0,0,0,123000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,1,1.0
labeled,272,10125,1977.0,1977,1196,1279,0,1279,0,2,3,1,6,2,1980.0,2,473,83,0,0,0,171500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,273,13758,1990.0,1991,1156,1187,530,1717,0,2,3,1,7,1,1990.0,2,400,36,0,0,0,187500.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,274,7200,1976.0,1976,1041,1125,0,1125,1,1,3,1,6,1,1977.0,1,352,0,0,0,0,125000.0,3.0,0,4.0,1,1,0,3.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,275,10011,1957.0,1996,1070,1236,0,1236,0,1,2,1,6,1,1957.0,1,447,0,0,0,0,134450.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,276,9230,1965.0,1998,864,1200,0,1200,1,1,1,1,6,0,1977.0,2,884,64,0,0,0,146000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,277,11700,1968.0,1968,702,1041,702,1743,0,1,3,1,7,1,1968.0,2,539,0,0,0,0,175000.0,3.0,0,5.0,1,1,0,3.5,2.0,3.0,3.0,1,3.0,1,1.0
labeled,278,8125,1994.0,1995,702,702,779,1481,0,2,3,1,6,1,1994.0,2,343,36,0,0,0,174000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,279,11664,1948.0,1950,1082,1082,0,1082,0,1,2,1,5,1,1948.0,1,240,130,0,0,0,119200.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,280,13072,2005.0,2005,1141,1141,0,1141,0,1,3,1,6,0,2005.0,2,484,0,0,0,0,142500.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,281,4426,2004.0,2004,848,848,0,848,1,1,1,1,3,1,2004.0,2,420,0,0,0,0,149300.0,2.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,282,6155,1920.0,1999,611,751,611,1362,0,2,3,1,6,0,1920.0,2,502,0,84,0,0,128000.0,2.0,0,5.0,1,1,0,2.0,1.0,3.0,3.0,1,2.0,3,1.0
labeled,283,10930,1945.0,1950,913,1048,510,1558,1,1,3,1,6,1,1962.0,1,288,0,0,0,0,140000.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,2.0,1,3.0,1,1.0
labeled,284,11344,1958.0,1958,874,874,650,1524,0,1,3,1,7,0,1958.0,1,315,0,0,0,0,144000.0,3.0,0,2.0,1,1,0,2.0,2.0,2.0,2.0,1,3.0,1,1.0
labeled,285,10197,1961.0,1961,1362,1362,0,1362,1,1,3,1,6,1,1961.0,2,504,20,0,0,0,163000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,286,8063,2000.0,2000,924,948,742,1690,0,2,3,1,7,1,2000.0,2,463,48,0,0,0,181000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,287,4043,1977.0,1977,1069,1069,0,1069,0,2,2,1,4,1,1977.0,2,440,55,0,0,0,127500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,288,7500,2000.0,2000,814,814,860,1674,1,2,3,1,7,0,2000.0,2,663,96,0,0,0,216000.0,3.2,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,289,15523,1972.0,1972,864,864,0,864,1,1,3,1,5,1,1972.0,1,338,0,0,0,0,133500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,290,10410,1916.0,1987,660,808,704,1656,0,2,3,1,8,0,1916.0,1,180,0,0,0,0,135000.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,0.0
labeled,291,16285,2001.0,2002,1413,1430,0,1430,0,2,3,1,6,0,2001.0,2,605,33,0,0,0,187100.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,292,2628,2003.0,2003,764,764,862,1626,0,2,2,1,6,0,2003.0,2,474,27,0,0,0,175500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,2,1.0
labeled,293,9937,1965.0,1965,1256,1256,0,1256,1,1,3,1,6,0,1965.0,1,276,68,0,0,0,147500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,3,1.0
labeled,294,1869,1970.0,1970,483,483,504,987,0,1,2,1,5,0,1987.0,1,280,0,0,0,0,106000.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,295,11839,1990.0,1990,1475,1532,797,2329,1,2,4,1,10,1,1990.0,2,514,121,0,0,0,262280.0,3.0,0,5.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,1,1.0
labeled,296,2280,1978.0,1978,855,855,601,1456,0,2,3,1,7,1,1978.0,2,440,0,0,0,0,146000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,297,9612,2008.0,2009,1468,1468,0,1468,0,2,3,1,6,1,2008.0,3,898,150,0,0,0,244600.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,298,9000,1974.0,1974,896,896,896,1792,0,2,4,2,8,0,0.0,0,0,45,0,0,0,136000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,0.0,0,1.0
labeled,299,7875,1961.0,1961,1144,1144,0,1144,1,1,3,1,6,0,1961.0,2,456,0,0,0,0,139950.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,300,11040,1971.0,2004,1258,1258,0,1258,0,2,3,1,5,0,1971.0,2,528,0,0,0,0,145000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,301,11200,1965.0,1965,1040,1040,0,1040,1,1,3,1,5,0,1965.0,1,384,0,0,0,0,129500.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,302,4282,2004.0,2004,1391,1391,0,1391,0,2,2,1,5,0,2004.0,2,530,158,0,0,0,196000.0,3.2,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,303,11645,2004.0,2004,860,860,860,1720,0,2,3,1,7,0,2004.0,2,565,70,0,0,0,196500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,304,8755,1999.0,1999,992,1022,1038,2060,1,2,3,1,8,1,1999.0,2,390,0,0,0,0,214000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,2,1.0
labeled,305,11000,1966.0,1966,1154,1154,0,1154,0,1,3,1,6,1,1966.0,2,480,58,0,0,0,154000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,306,18800,1976.0,1976,796,790,784,1574,1,2,3,1,6,1,1976.0,2,566,111,0,0,0,190000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,307,9520,2007.0,2008,1638,1646,0,1646,1,2,3,1,7,1,2008.0,3,800,44,0,0,0,293077.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,308,7407,1957.0,1996,912,1236,0,1236,1,1,2,1,6,0,1957.0,2,923,158,158,0,0,149700.0,2.0,0,1.0,1,1,0,2.0,2.0,3.0,2.0,1,3.0,1,1.0
labeled,309,9947,1990.0,1991,1188,1217,0,1217,1,2,3,1,6,0,1990.0,2,497,27,0,0,0,173000.0,3.0,0,4.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,1,1.0
labeled,310,9600,1925.0,1994,702,842,630,1472,0,1,3,1,6,0,1925.0,1,250,0,84,0,0,125000.0,2.0,0,2.0,1,1,0,1.0,3.0,3.0,3.0,1,2.0,1,0.5
labeled,311,7128,1941.0,1950,918,918,728,1646,0,2,4,1,7,2,1941.0,1,240,0,0,0,0,164000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,312,13072,2004.0,2004,1158,1158,0,1158,1,1,3,1,5,0,2006.0,2,576,50,0,0,0,158000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,2.0,1,1.0
labeled,313,17140,1956.0,1956,1134,1229,0,1229,0,1,3,1,6,0,1956.0,1,284,0,0,0,0,135000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,2.0,1,3.0,2,1.0
labeled,314,11065,2006.0,2006,1085,1120,850,1970,0,2,3,1,8,1,2006.0,3,753,74,0,0,0,281000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,3,1.0
labeled,315,9920,1954.0,1954,1056,1063,0,1063,1,1,3,1,6,0,1954.0,1,280,0,164,0,0,128000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,316,7399,1997.0,1998,975,975,975,1950,0,2,3,1,7,1,1997.0,2,576,10,0,0,0,239000.0,3.2,0,5.0,1,1,0,3.0,3.0,3.0,3.0,1,2.0,2,1.0
labeled,317,9490,1941.0,1950,806,958,620,1578,1,1,3,1,5,2,1941.0,1,240,0,32,0,0,133000.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,2.0,1,3.0,1,1.0
labeled,318,9100,2001.0,2001,1212,1212,0,1212,0,2,3,1,6,0,2001.0,2,573,0,0,0,0,178000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,319,5500,1956.0,1956,882,882,0,882,0,1,1,1,4,0,0.0,0,0,0,0,0,0,103200.0,3.0,0,1.5,1,1,0,2.0,2.0,3.0,3.0,1,0.0,0,1.0
labeled,320,10530,1977.0,1977,975,1004,0,1004,1,1,2,1,4,0,1977.0,2,504,0,0,0,0,135000.0,3.0,0,3.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,321,10320,1906.0,1995,756,756,713,1469,0,1,3,1,7,0,1906.0,1,216,0,239,0,0,135000.0,2.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,322,8640,2009.0,2009,1300,1314,0,1314,1,2,3,1,6,0,2009.0,2,552,112,0,0,0,229456.0,3.2,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,323,10400,1988.0,1988,1845,1872,0,1872,0,2,3,1,6,1,1988.0,2,604,39,0,0,0,241500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,3,1.0
labeled,324,10004,1964.0,1964,1516,1516,0,1516,0,1,3,1,6,0,1964.0,2,472,0,0,0,0,167000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,325,7795,2004.0,2005,716,716,716,1432,1,2,3,1,6,1,2004.0,2,432,51,0,0,0,188500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,326,12968,1962.0,1962,912,912,0,912,1,1,2,1,4,0,1962.0,1,352,0,0,0,0,144000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,327,10762,1980.0,1980,626,626,591,1217,0,1,3,1,6,1,1980.0,1,288,28,0,0,0,120000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,328,9018,2007.0,2007,728,728,728,1456,0,2,3,1,8,1,2007.0,2,400,24,0,0,0,179540.0,3.0,0,5.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,329,7200,1938.0,1995,803,803,557,1360,0,1,2,1,6,0,1951.0,1,297,65,190,0,0,125500.0,2.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,330,7000,1910.0,1991,1117,820,527,1347,1,1,3,1,5,0,0.0,0,0,0,148,0,0,107500.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,0.0,0,0.0
labeled,331,11717,1970.0,1970,1442,1442,0,1442,0,2,2,1,6,1,1970.0,2,615,0,0,0,0,185000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,332,10012,1972.0,1972,1138,1181,0,1181,1,2,3,1,6,0,1974.0,2,588,0,180,0,0,137500.0,3.0,0,3.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,2,1.0
labeled,333,9120,1958.0,1958,1261,1261,0,1261,1,1,3,1,6,1,1958.0,2,433,0,0,0,1,163000.0,3.0,1,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,334,8593,1957.0,1957,907,907,0,907,0,1,3,1,5,0,1964.0,1,352,0,0,0,0,109008.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,335,4060,1922.0,1950,864,864,0,864,0,1,2,1,4,0,0.0,0,0,96,0,0,0,99900.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,0.0,0,1.0
labeled,336,9758,1971.0,1971,950,950,0,950,0,1,3,1,5,0,1981.0,1,280,0,0,0,0,119500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,337,9100,2000.0,2000,1525,1525,0,1525,1,2,3,1,6,0,2000.0,2,541,36,0,0,0,235000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,338,14572,2004.0,2004,1530,1530,0,1530,1,2,3,1,7,1,2004.0,3,630,36,0,0,0,259000.0,3.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,339,8791,2003.0,2003,864,864,864,1728,0,2,3,1,7,0,2003.0,2,673,56,0,0,0,207500.0,3.2,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,340,9503,1958.0,1983,1024,1344,0,1344,1,1,2,1,6,1,1970.0,1,484,28,0,0,0,144000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,341,5400,1920.0,1950,691,691,0,691,0,1,2,1,4,0,1920.0,1,216,20,94,0,0,86000.0,3.0,0,1.0,1,1,0,2.0,1.0,3.0,2.0,1,2.0,1,0.0
labeled,342,8163,1959.0,1959,1144,1144,0,1144,1,1,3,1,6,1,1959.0,1,796,0,0,0,0,143000.0,3.0,0,4.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,343,6240,1947.0,1950,0,672,240,912,0,1,2,1,3,0,0.0,0,0,0,0,0,0,80500.0,2.0,0,2.0,1,1,0,2.0,0.0,3.0,3.0,0,0.0,0,0.0
labeled,344,8405,1900.0,1950,861,961,406,1367,1,1,4,1,7,0,1978.0,1,384,130,112,0,0,119000.0,3.0,0,2.0,1,1,0,2.0,1.0,3.0,3.0,1,2.0,1,1.0
labeled,345,12702,1956.0,1956,0,882,0,882,0,1,2,1,4,0,1956.0,1,308,45,0,0,0,97000.0,2.0,0,1.0,1,1,0,2.0,3.0,3.0,2.0,1,2.0,1,1.0
labeled,346,21750,1954.0,1954,988,988,0,988,0,1,2,1,4,0,1954.0,2,520,0,0,0,0,113000.0,3.0,0,1.0,1,1,1,3.0,2.0,3.0,2.0,1,3.0,2,0.0
labeled,347,8633,2005.0,2005,738,738,738,1476,1,2,3,1,7,0,2005.0,2,540,35,0,0,0,173500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,348,12936,1972.0,1972,723,735,660,1395,0,1,3,1,6,1,1972.0,2,497,116,0,0,0,162000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,349,16905,1959.0,1959,1350,1328,0,1328,0,1,2,1,5,2,1959.0,1,308,104,0,0,0,170000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,0.5
labeled,350,9600,1956.0,1956,1050,1050,0,1050,0,1,2,1,5,0,1956.0,1,338,0,0,0,0,128900.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,351,7332,1959.0,1959,864,864,0,864,1,1,2,1,4,0,1959.0,1,288,0,0,0,0,120000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,352,9480,1942.0,1995,728,888,756,1644,0,1,3,1,7,2,1942.0,1,312,0,0,0,0,146500.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,353,7500,2004.0,2005,1221,1221,0,1221,1,2,2,1,6,0,2004.0,2,400,113,0,0,0,185000.0,3.2,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,354,10010,1974.0,1975,1389,1389,0,1389,1,1,2,1,6,1,1975.0,2,418,38,0,0,0,170000.0,3.0,0,1.0,1,1,1,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,355,8471,1977.0,1995,506,1212,0,1212,1,1,3,1,6,1,1978.0,2,492,12,0,0,0,151000.0,3.0,0,4.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,1,1.0
labeled,356,4230,2006.0,2007,1352,1352,0,1352,0,2,2,1,5,1,2006.0,2,466,241,0,0,0,208900.0,3.2,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,357,20781,1968.0,2003,1568,2156,0,2156,0,2,3,1,9,1,1968.0,2,508,80,0,0,0,262500.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,358,4435,2004.0,2004,848,848,0,848,1,1,1,1,3,1,2004.0,2,420,0,0,0,0,155900.0,2.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,359,9600,1976.0,1976,1262,1262,0,1262,0,2,3,1,6,1,1976.0,2,460,0,0,0,0,181500.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,360,9247,1962.0,1962,858,858,858,1716,0,1,4,1,8,1,1962.0,2,490,84,0,0,0,171000.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,3,1.0
labeled,361,7015,1950.0,1950,709,979,224,1203,1,1,3,1,5,1,1950.0,1,352,0,248,0,0,110000.0,3.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,362,4060,1998.0,1999,1405,1337,0,1337,1,2,2,1,5,0,1998.0,2,511,68,0,0,0,181000.0,1.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,363,8263,1920.0,1950,1012,1012,0,1012,0,1,2,1,6,1,1920.0,1,308,22,112,0,0,118400.0,2.0,0,1.0,1,1,1,2.0,1.0,3.0,2.0,1,2.0,1,1.0
labeled,364,1680,1972.0,1972,672,672,546,1218,0,1,3,1,7,0,1972.0,1,264,28,0,0,0,118000.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,365,9236,1997.0,1997,1479,1494,0,1494,1,2,3,1,6,0,1997.0,2,576,27,0,0,0,217000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,366,7851,2002.0,2002,860,860,1100,1960,1,2,4,1,8,2,2002.0,2,440,48,0,0,0,216500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,3,1.0
labeled,367,4043,1977.0,1977,1069,1069,0,1069,0,2,2,1,4,0,1977.0,2,440,55,0,0,0,140000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,368,8445,1972.0,2007,768,768,0,768,1,1,2,1,5,0,1988.0,2,396,0,0,0,0,133000.0,3.0,0,3.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,369,6820,1985.0,1985,1488,1502,0,1502,1,1,1,1,4,0,1985.0,2,528,54,0,0,0,212000.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,370,7094,1966.0,1966,894,894,0,894,0,1,3,1,5,0,1966.0,1,384,0,0,0,0,125000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,2,1.0
labeled,371,7800,1939.0,1950,793,793,325,1118,1,1,3,1,5,1,1939.0,2,410,0,0,0,0,119900.0,2.0,0,2.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,372,5684,1930.0,2005,813,813,0,813,0,1,2,1,5,0,1932.0,1,270,113,0,0,0,110000.0,2.0,0,1.0,1,1,0,3.0,1.0,3.0,2.0,1,2.0,1,0.0
labeled,373,11214,1998.0,1999,930,956,930,1886,0,2,4,1,10,1,1998.0,2,431,0,0,0,0,199900.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,374,9204,1963.0,1963,1144,1144,0,1144,1,1,3,1,6,0,1962.0,1,336,88,0,0,0,124000.0,3.0,0,1.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,375,9125,1992.0,1992,384,812,670,1482,0,2,3,1,7,1,1992.0,2,392,25,0,0,0,163900.0,3.0,0,4.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,376,10593,1996.0,1996,1720,1720,0,1720,1,2,3,1,7,1,1996.0,2,527,56,154,0,0,260400.0,3.0,0,1.0,1,1,0,3.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,377,10142,2004.0,2004,956,956,1128,2084,1,2,4,1,8,0,2004.0,2,618,45,0,0,0,233000.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,4.0,2,1.0
labeled,378,9600,1953.0,1953,1416,1644,0,1644,1,1,3,1,7,2,1953.0,2,418,0,0,0,0,167000.0,3.0,0,1.0,1,1,0,3.0,2.0,3.0,3.0,1,3.0,3,1.0
labeled,379,9150,1962.0,1962,1099,1431,0,1431,0,1,3,1,6,1,1962.0,1,296,110,0,0,0,165000.0,3.0,0,4.0,1,1,0,2.0,2.0,3.0,3.0,1,2.5,2,1.0
labeled,380,6240,1925.0,1950,780,848,0,1208,0,1,2,1,5,0,1962.0,2,539,23,112,0,0,103000.0,2.0,0,2.0,1,1,0,2.0,2.0,3.0,2.0,1,2.0,1,1.0
labeled,381,5436,1922.0,2007,796,796,358,1154,1,1,3,1,7,0,1922.0,1,240,96,0,0,0,125500.0,2.0,0,2.0,1,1,0,2.0,1.0,3.0,3.0,1,2.0,1,0.0
labeled,382,1680,1971.0,1971,483,483,504,987,0,1,2,1,4,0,1971.0,1,264,0,0,0,0,85400.0,2.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,2.0,1,1.0
labeled,383,13159,2009.0,2009,846,846,846,1692,0,2,3,1,6,0,2009.0,2,650,114,0,0,0,224500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,384,11700,1880.0,2003,1240,1320,1320,2640,0,1,4,1,8,1,1950.0,4,864,0,386,0,0,265979.0,2.0,0,5.0,1,1,0,3.5,2.7,2.0,3.0,0,2.0,1,0.0
labeled,385,8450,2003.0,2003,856,856,854,1710,1,2,3,1,8,0,2003.0,2,548,61,0,0,0,208500.0,3.0,0,5.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
labeled,386,12384,1976.0,1976,793,1142,793,1935,0,2,3,1,7,1,1976.0,2,550,113,252,0,0,197900.0,3.0,0,5.0,1,1,0,2.0,2.0,3.0,3.0,1,3.0,2,1.0
labeled,387,4435,2003.0,2003,848,848,0,848,1,1,1,1,4,0,2003.0,2,420,0,0,0,0,140000.0,2.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,3,1.0
labeled,388,4400,1920.0,1950,648,734,384,1118,0,1,2,1,6,0,1990.0,2,440,0,0,0,0,116000.0,2.0,0,2.0,1,1,0,2.0,1.0,3.0,2.0,1,2.0,1,1.0
labeled,389,12137,1998.0,1998,1649,1661,0,1661,0,2,3,1,6,0,1998.0,2,598,34,0,0,0,224900.0,3.0,0,1.0,1,1,0,2.0,3.0,3.0,3.0,1,3.0,2,1.0
