id,split,default,housing,loan,day,pdays,previous,y,age_group,campaign_intensity,duration_category,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,education_ordinal,has_education,contact_cellular,contact_unknown,marital_divorced,marital_single,poutcome_failure,poutcome_other,poutcome_success,balance_category_ordinal,economic_profile_ordinal,contact_history_ordinal,season_ordinal
1998,labeled,0,0,0,25,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,2,0,0,3
1999,labeled,0,1,0,9,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,1,0,2
2000,labeled,0,0,0,8,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,3,0,0,3
2001,labeled,0,0,0,13,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,2
2002,labeled,0,1,0,17,-1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,3,1,0,4
2003,labeled,0,1,0,3,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,3,1,0,2
2005,labeled,0,1,0,9,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,1,0,3
2006,labeled,0,1,0,17,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,0,4
2007,labeled,0,1,0,10,-1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,3
2008,labeled,0,0,1,31,-1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3
2009,labeled,0,1,0,27,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,1,0,2
2010,labeled,0,0,1,14,-1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,3
2012,labeled,0,1,0,31,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,3
2013,labeled,0,0,1,2,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,2,1,0,1
2015,labeled,0,1,0,28,-1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,0,0,4,1,0,2
2016,labeled,0,1,0,18,278,6,1,1,1,3,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,1,3,2
2019,labeled,0,0,0,13,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2
2021,labeled,0,1,0,5,-1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2024,labeled,0,1,1,18,-1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,3
2025,labeled,0,1,0,15,-1,0,0,3,2,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2026,labeled,0,0,0,29,-1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,3
2028,labeled,0,1,0,29,-1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,2,1,0,2
2029,labeled,0,0,0,14,127,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,1,0,4,0,1,3
2031,labeled,0,1,0,8,-1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,2
2032,labeled,0,1,0,8,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,1,0,2
2033,labeled,0,0,1,23,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,1,0,3
2034,labeled,0,0,0,19,-1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,4
2035,labeled,0,0,1,3,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,3
2036,labeled,0,1,0,21,-1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2
2037,labeled,0,0,0,13,-1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,3
2038,labeled,0,1,0,15,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,2
2039,labeled,0,0,0,11,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,3,0,0,3
2040,labeled,0,1,0,9,96,5,1,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,1,1,3,4
2041,labeled,0,0,0,28,-1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,1
2042,labeled,0,0,0,23,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,3,0,0,4
2043,labeled,0,0,0,19,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,2
2044,labeled,0,1,1,19,-1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,2,0,2
2046,labeled,0,1,0,11,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,1,0,2
2047,labeled,0,0,0,29,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,1
2048,labeled,0,0,0,2,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,2,0,0,1
2049,labeled,0,1,0,12,-1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,1,0,2
2051,labeled,0,1,0,28,-1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2053,labeled,0,0,0,4,-1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,3
2054,labeled,0,1,0,7,-1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,2
2055,labeled,0,1,1,29,-1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,3
2057,labeled,0,1,0,18,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,0,4
2058,labeled,0,1,1,9,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,3,2,0,3
2059,labeled,0,1,0,16,330,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,1,0,0,3,1,2,2
2061,labeled,0,1,0,15,274,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,1,0,2,1,1,2
2063,labeled,0,1,1,5,167,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,2,2,2,2
2064,labeled,0,1,0,29,-1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,0,2
2065,labeled,0,0,0,29,-1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,2,0,0,1
2066,labeled,0,1,0,6,337,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1,2,2
2067,labeled,0,0,0,16,-1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,3,0,0,2
2068,labeled,0,0,1,7,-1,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,3
2069,labeled,0,1,1,17,195,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,2,2,4
2070,labeled,0,0,0,29,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,3,0,0,4
2071,labeled,0,0,0,28,-1,0,1,4,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1
2072,labeled,0,0,0,5,64,2,1,2,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,3,0,3,3
2073,labeled,0,1,1,21,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,2,0,2
2074,labeled,0,0,0,22,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,0,0,3
2076,labeled,0,1,0,20,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,1,0,2
2077,labeled,0,1,0,14,-1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,3,1,0,2
2078,labeled,0,1,1,27,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,2,0,2
2080,labeled,0,0,0,17,-1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2
2081,labeled,0,1,0,5,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,2
2083,labeled,0,1,0,7,-1,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2
2084,labeled,0,1,0,8,-1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,2,1,0,2
2085,labeled,0,1,1,5,-1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,2,0,2
2087,labeled,0,1,0,11,-1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,0,2
2088,labeled,0,0,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2090,labeled,0,1,0,18,370,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,2,1,2,2
2091,labeled,0,0,0,23,-1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,2
2092,labeled,0,1,0,11,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,3
2093,labeled,0,0,1,12,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2094,labeled,0,1,0,17,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,2,1,0,2
2095,labeled,0,1,0,13,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,2,1,0,2
2096,labeled,0,1,0,2,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,1
2097,labeled,0,0,0,11,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,2
2099,labeled,0,0,0,12,181,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,3,0,3,2
2101,labeled,0,0,0,31,-1,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,3
2102,labeled,1,0,1,9,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,3,0,2
2103,labeled,0,1,0,18,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,4
2104,labeled,0,1,0,12,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,1,0,3
2105,labeled,0,0,0,5,-1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,1
2106,labeled,1,1,1,25,-1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,3,0,3
2107,labeled,0,0,0,6,-1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,3,0,0,3
2108,labeled,0,1,1,16,-1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,2,0,2
2110,labeled,0,1,0,6,-1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,1,0,2
2111,labeled,0,1,0,21,-1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,2
2112,labeled,0,1,0,6,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,2
2113,labeled,0,1,1,5,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,2,0,2
2115,labeled,0,1,0,13,349,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,0,0,2,1,2,2
2116,labeled,0,0,0,12,-1,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,2,0,0,3
2118,labeled,0,0,0,4,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,3
2120,labeled,0,1,0,27,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2
2121,labeled,0,1,0,15,-1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2122,labeled,0,1,0,3,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,1,0,2
2124,labeled,0,1,0,10,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,1,0,3
2125,labeled,0,1,0,23,-1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,3
2126,labeled,0,0,0,22,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,3
2127,labeled,0,1,0,11,-1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,1,0,2
2128,labeled,0,1,0,18,-1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2
2129,labeled,0,1,0,9,-1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2
2131,labeled,0,1,0,20,-1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,2
2132,labeled,0,1,0,28,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2
2133,labeled,0,1,0,2,-1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,2
2134,labeled,0,1,0,20,-1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,1,0,2
2135,labeled,0,0,0,25,-1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,3
2136,labeled,0,1,0,4,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,3
2138,labeled,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,1,1,0,2
2139,labeled,0,0,1,29,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,1
2141,labeled,0,0,0,8,-1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,3,0,0,2
2142,labeled,0,0,0,29,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,1
2143,labeled,0,1,0,27,-1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,2,1,0,2
2144,labeled,0,0,1,8,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,3
2145,labeled,0,1,0,5,-1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,1,0,2
2146,labeled,0,0,0,30,-1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,3
2147,labeled,0,1,0,19,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2149,labeled,0,1,0,29,247,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,1,2,1
2150,labeled,0,0,0,20,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,4,0,0,4
2151,labeled,0,1,0,30,-1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,2,1,0,1
2152,labeled,0,0,0,5,337,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,2,0,2,2
2153,labeled,0,1,1,25,-1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,3
2155,labeled,0,0,0,13,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,4
2156,labeled,0,1,0,20,183,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,3,1,2,4
2158,labeled,0,1,1,6,334,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,2,3,2
2159,labeled,0,0,0,9,295,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,1,0,0,4,0,2,3
2160,labeled,0,0,1,4,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,0,0,2,1,0,3
2162,labeled,0,1,0,11,361,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,1,0,2,1,1,2
2164,labeled,0,1,0,19,-1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2165,labeled,0,1,0,17,-1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,0,0,0,2,1,0,4
2166,labeled,1,1,0,19,-1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,3,0,4
2167,labeled,0,0,0,4,-1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
2168,labeled,0,0,0,21,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,0,0,3
2169,labeled,0,1,0,27,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,2,1,0,2
2171,labeled,0,0,0,20,-1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,0,0,2
2172,labeled,0,0,0,25,-1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,3
2173,labeled,0,1,0,2,-1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,2
2175,labeled,0,0,0,17,-1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2
2177,labeled,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,3
2178,labeled,0,1,0,26,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2
2179,labeled,0,1,0,18,355,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,4,1,2,2
2182,labeled,0,1,1,7,297,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,2,2,1,2
2183,labeled,0,1,0,26,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,0,3
2186,labeled,0,0,0,30,-1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,2,0,0,1
2187,labeled,0,1,0,31,-1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,3
2188,labeled,0,0,0,17,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,4,0,0,2
2189,labeled,0,1,0,5,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2190,labeled,0,1,0,9,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2191,labeled,0,1,0,3,272,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,2,1
2192,labeled,0,1,0,23,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,2,1,0,2
2193,labeled,0,0,0,6,-1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2
2195,labeled,0,1,0,3,201,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1
2196,labeled,0,0,0,27,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,3
2197,labeled,0,0,0,18,-1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3
2198,labeled,0,1,0,5,-1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,1,0,2
2199,labeled,0,1,0,13,-1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,0,2
2200,labeled,0,1,0,13,-1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,2,1,0,2
2201,labeled,0,0,0,5,241,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,1,0,3,0,1,2
2202,labeled,0,1,1,19,-1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,2,0,3
2204,labeled,0,1,0,20,-1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,2
2205,labeled,0,0,0,20,-1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,2,0,0,4
2206,labeled,0,0,0,17,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,0,0,2
2209,labeled,0,0,0,16,-1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,0,0,3
2210,labeled,0,1,0,6,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,1,0,2
2211,labeled,0,1,0,10,-1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,3
2212,labeled,0,1,1,28,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,3
2213,labeled,0,1,0,8,298,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,0,2,1,2,2
2214,labeled,0,1,0,19,7,4,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,3,4
2215,labeled,0,1,0,26,-1,0,1,1,2,3,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,3,1,0,3
2216,labeled,0,0,0,20,-1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,3,0,0,2
2217,labeled,0,0,1,21,120,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,3,1,2,4
2218,labeled,0,0,1,29,205,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,1,0,0,2,1,2,1
2219,labeled,0,0,0,20,-1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,0,0,2
2221,labeled,0,0,1,14,-1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,3
2222,labeled,0,1,0,30,-1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,1,0,0,0,3,1,0,2
2223,labeled,0,1,0,17,322,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1,1,2
2224,labeled,0,1,0,8,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,3,1,0,2
2225,labeled,0,0,0,4,175,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,2,0,1,1
2226,labeled,0,0,0,16,-1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,2
2227,labeled,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,3
2228,labeled,0,0,0,13,-1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,0,3
2230,labeled,0,0,0,20,-1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,2,0,0,2
2231,labeled,0,0,0,13,-1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3
2232,labeled,0,0,1,9,-1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,3
